Scheme Name,AMC Name,Fund Type,Category,Sub Category,Risk Level,Fund Rating,Return 1Y (%),Return 3Y (%),Return 5Y (%),Expense Ratio (%),NAV (₹),AUM (Cr),Fund Age (Years),Min SIP (₹),Min Lumpsum (₹),Fund Manager,Investment Strategy,Norm_Return_1Y,Norm_Return_3Y,Norm_Return_5Y,Norm_Expense_Ratio,Norm_Fund_Age,Norm_AUM,Score,Rank
Quantum Discovery Small Cap Fund - Regular Plan - IDCW,Quantum Mutual Fund,Equity,Small Cap,Discovery,Very High,4,41.9,35.74,32.96,1.29,380.5,1843.05,15.6,100,5000,R. Srinivasan,Active,0.8468354430379746,0.7919431279620853,0.6930474854738529,0.497907949790795,0.511864406779661,0.007358422134899232,74.4,80
Nippon India Pharma Sectoral Scheme - Direct Plan - Growth,Nippon India Mutual Fund,Equity,Sectoral,Pharma,Very High,4,30.58,33.62,38.05,0.86,532.88,725.05,20.3,500,1000,Gopal Agrawal,Growth,0.642133815551537,0.7417061611374406,0.795031055900621,0.3179916317991632,0.6711864406779662,0.0028863600626776696,74.36,81
SBI Bluechip Large Cap Plan - Direct Plan - Growth,SBI Mutual Fund,Equity,Large Cap,Bluechip,Moderate,5,22.56,27.46,25.92,0.84,14.69,34127.78,19.8,500,1000,Swarup Mohanty,GARP,0.49710669077757685,0.5957345971563981,0.5519935884592265,0.30962343096234307,0.6542372881355933,0.13649913460798835,74.32,82
Quant Bluechip Large Cap Fund - Regular Plan - IDCW,Quant Mutual Fund,Equity,Large Cap,Bluechip,Moderate,5,20.18,27.16,29.9,0.76,38.93,5441.36,22.4,2500,10000,Taher Badshah,Growth,0.45406871609403254,0.5886255924170616,0.6317371268282908,0.27615062761506276,0.7423728813559322,0.02175186191584339,74.32,83
Canara Robeco Dynamic Multi Cap Scheme - Regular Plan - IDCW,Canara Robeco Mutual Fund,Equity,Multi Cap,Dynamic,High,4,30.42,22.79,18.81,0.41,351.4,1537.58,27.5,500,25000,Ajay Tyagi,Income,0.6392405063291139,0.48507109004739335,0.40953716690042063,0.12970711297071127,0.9152542372881356,0.006136525174969428,74.17,84
Quant Bluechip Large Cap Scheme - Direct Plan - IDCW,Quant Mutual Fund,Equity,Large Cap,Bluechip,Moderate,4,30.67,26.89,30.72,0.6,473.37,5276.28,12.5,500,5000,Varun Goel,Growth,0.64376130198915,0.5822274881516587,0.648166700060108,0.20920502092050208,0.4067796610169491,0.021091532750474574,74.14,85
Bank of India Opportunities Mid Cap Fund - Regular Plan - IDCW,Bank of India Mutual Fund,Equity,Mid Cap,Opportunities,Moderately High,3,35.11,31.83,27.68,1.44,525.7,274.21,28.7,1500,10000,Vetri Subramaniam,GARP,0.7240506329113924,0.6992890995260662,0.587257062712883,0.5606694560669455,0.9559322033898305,0.0010829750316934399,74.01,86
Canara Robeco Discovery Small Cap Plan - Regular Plan - Growth,Canara Robeco Mutual Fund,Equity,Small Cap,Discovery,Very High,5,31.0,30.36,33.16,0.68,610.73,1175.74,16.5,1000,500,Rohit Singhania,Income,0.6497287522603978,0.6644549763033175,0.6970546984572228,0.24267782426778245,0.5423728813559322,0.004689145085333785,73.96,87
Union Emerging Small Cap Plan - Direct Plan - Growth,Union Mutual Fund,Equity,Small Cap,Emerging,High,3,36.66,37.18,40.6,1.08,766.45,586.96,6.7,500,10000,Manish Gunwani,Income,0.7520795660036166,0.8260663507109004,0.8461230214385893,0.4100418410041841,0.21016949152542372,0.002333992395814454,73.95,88
L&T Tax Advantage ELSS Plan - Regular Plan - IDCW,L&T Mutual Fund,Equity,ELSS,Tax Advantage,Moderately High,4,27.6,25.61,25.29,0.83,272.72,5342.99,28.8,100,500,R. Srinivasan,Growth,0.588245931283906,0.5518957345971564,0.5393708675616108,0.305439330543933,0.9593220338983052,0.021358376454265183,73.9,89
Axis Micro Cap Small Cap Scheme - Regular Plan - IDCW,Axis Mutual Fund,Equity,Small Cap,Micro Cap,Very High,4,41.57,41.45,40.52,1.5,160.69,7978.14,4.4,500,1000,Divam Sharma,Value,0.840867992766727,0.9272511848341232,0.8445201362452414,0.5857740585774058,0.13220338983050847,0.031899122759823914,73.71,90
Bank of India Sensex Index Fund Plan - Regular Plan - Growth,Bank of India Mutual Fund,Other,Index Fund,Sensex,Moderately High,4,25.23,21.03,21.23,0.18,439.83,1896.48,23.8,1000,1000,Prashant Jain,GARP,0.5453887884267631,0.4433649289099526,0.4580244439991985,0.033472803347280325,0.7898305084745764,0.007572145101374007,73.7,91
HDFC Micro Cap Small Cap Scheme - Regular Plan - IDCW,HDFC Mutual Fund,Equity,Small Cap,Micro Cap,Very High,4,33.92,39.24,36.9,1.26,572.1,1813.0,11.6,1000,500,Divam Sharma,GARP,0.7025316455696202,0.8748815165876777,0.7719895812462431,0.4853556485355648,0.3762711864406779,0.007238220466500076,73.67,92
JM Financial Tax Saver ELSS Scheme - Regular Plan - IDCW,JM Financial Mutual Fund,Equity,ELSS,Tax Saver,Moderately High,4,22.52,26.83,30.32,0.71,467.53,1719.02,26.7,1500,1000,Roshi Jain,Passive,0.4963833634719711,0.5808056872037913,0.640152274093368,0.25523012552301255,0.888135593220339,0.006862295248658052,73.65,93
L&T Diversified Multi Cap Fund - Regular Plan - Growth,L&T Mutual Fund,Equity,Multi Cap,Diversified,High,4,23.07,27.9,23.16,0.43,500.87,392.82,20.0,500,5000,Neelesh Surana,Growth,0.5063291139240507,0.6061611374407582,0.49669404928871963,0.13807531380753138,0.6610169491525424,0.0015574216170120441,73.46,94
IDFC Discovery Mid Cap Plan - Regular Plan - IDCW,IDFC Mutual Fund,Equity,Mid Cap,Discovery,Moderately High,3,31.1,31.21,30.93,1.18,678.65,1128.98,25.0,1500,5000,Niket Shah,Income,0.6515370705244123,0.6845971563981043,0.6523742736926467,0.4518828451882845,0.8305084745762712,0.00450210248918255,73.35,95
Nippon India Index Large Cap Plan - Direct Plan - Growth,Nippon India Mutual Fund,Equity,Large Cap,Index,Moderate,4,24.32,23.79,24.57,0.38,210.21,2652.47,19.3,5000,1000,Pranav Gokhale,Blend,0.5289330922242315,0.5087677725118482,0.5249449008214786,0.11715481171548117,0.6372881355932204,0.010596147074521394,73.33,96
Kotak Mahindra Opportunities Mid Cap Fund - Direct Plan - Growth,Kotak Mahindra Mutual Fund,Equity,Mid Cap,Opportunities,Moderately High,3,39.09,34.55,38.52,1.1,193.39,12391.7,3.7,5000,10000,Shreyash Devalkar,Income,0.7960216998191683,0.7637440758293838,0.8044480064115407,0.4184100418410042,0.10847457627118644,0.049553607804076326,73.23,97
Aditya Birla Sun Life MNC Thematic Scheme - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,Equity,Thematic,MNC,High,5,34.52,27.24,30.45,0.4,512.03,2352.16,2.0,1000,500,Gopal Agrawal,Passive,0.713381555153707,0.5905213270142179,0.6427569625325584,0.12552301255230125,0.05084745762711865,0.009394890401078767,73.18,98
Aditya Birla Sun Life Opportunities Mid Cap Scheme - Direct Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Equity,Mid Cap,Opportunities,Moderately High,5,28.62,26.93,25.58,0.75,790.52,801.25,13.9,1000,10000,Harsha Upadhyaya,Active,0.6066907775768535,0.5831753554502369,0.5451813263874974,0.2719665271966527,0.4542372881355932,0.0031911642933603918,73.08,99
Axis IT Sectoral Scheme - Direct Plan - IDCW,Axis Mutual Fund,Equity,Sectoral,IT,High,5,25.69,30.99,32.3,0.67,757.92,406.97,9.1,1000,25000,Swarup Mohanty,GARP,0.5537070524412296,0.679383886255924,0.6798236826287315,0.2384937238493724,0.2915254237288135,0.0016140224026309487,73.07,100
Sundaram Index Large Cap Plan - Direct Plan - Growth,Sundaram Mutual Fund,Equity,Large Cap,Index,Moderate,4,25.61,22.52,19.56,0.39,440.44,55.5,21.2,500,1000,S. Nagnath,Income,0.5522603978300181,0.47867298578199047,0.4245642155880584,0.12133891213389122,0.7016949152542373,0.0002081228887456958,73.03,101
Baroda BNP Paribas Opportunities Mid Cap Fund - Regular Plan - IDCW,Baroda BNP Paribas Mutual Fund,Equity,Mid Cap,Opportunities,High,5,24.6,24.98,29.31,0.52,404.89,16808.8,20.8,100,10000,Niket Shah,GARP,0.533996383363472,0.5369668246445497,0.619915848527349,0.17573221757322174,0.688135593220339,0.06722225304487225,72.8,102
Aditya Birla Sun Life Flexi Cap Multi Cap Plan - Regular Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Equity,Multi Cap,Flexi Cap,Moderately High,5,26.91,24.92,23.74,0.73,104.14,8040.86,19.5,1000,10000,Nimesh Chandan,Income,0.5757685352622062,0.5355450236966824,0.5083149669404928,0.2635983263598326,0.6440677966101696,0.032150006242086644,72.76,103
Aditya Birla Sun Life Consumption Sectoral Plan - Regular Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Equity,Sectoral,Consumption,Very High,5,25.6,32.25,32.5,0.92,61.12,402.36,21.4,500,5000,Atul Kumar,Active,0.5520795660036166,0.7092417061611374,0.6838308956121016,0.34309623430962344,0.7084745762711865,0.001595582146680196,72.73,104
HSBC Focused Large Cap Fund - Regular Plan - IDCW,HSBC Mutual Fund,Equity,Large Cap,Focused,Moderately High,4,32.15,27.23,26.83,0.64,747.3,1454.93,10.7,500,10000,Rahul Baijal,Index,0.6705244122965641,0.5902843601895734,0.5702264075335602,0.22594142259414224,0.34576271186440677,0.0058059205861777366,72.65,105
DSP Diversified Multi Cap Scheme - Direct Plan - IDCW,DSP Mutual Fund,Equity,Multi Cap,Diversified,High,4,26.13,25.76,21.93,0.61,433.19,843.08,26.2,500,25000,Chandraprakash Padiyar,Index,0.5616636528028933,0.5554502369668246,0.4720496894409937,0.21338912133891214,0.8711864406779661,0.003358486615794227,72.63,106
Sundaram Nifty Next 50 Index Fund Scheme - Regular Plan - Growth,Sundaram Mutual Fund,Other,Index Fund,Nifty Next 50,Moderately High,5,26.63,20.68,18.7,0.4,682.07,1599.4,20.5,5000,500,Roshi Jain,Value,0.5707052441229656,0.4350710900473933,0.4073331997595671,0.12552301255230125,0.6779661016949153,0.006383808607263469,72.21,107
Parag Parikh Dividend Yield Thematic Fund - Direct Plan - Growth,Parag Parikh Mutual Fund,Equity,Thematic,Dividend Yield,Moderately High,5,22.57,27.21,26.15,0.97,324.92,1116.93,24.1,1000,1000,Prashant Jain,Active,0.49728752260397835,0.5898104265402844,0.5566018833901021,0.3640167364016736,0.8,0.004453901820157264,72.17,108
Kotak Mahindra ESG Thematic Fund - Regular Plan - IDCW,Kotak Mahindra Mutual Fund,Equity,Thematic,ESG,High,4,30.67,28.49,25.14,1.17,235.51,668.99,29.7,2500,500,Rahul Baijal,Income,0.64376130198915,0.6201421800947866,0.5363654578240833,0.4476987447698744,0.9898305084745762,0.0026621169501832684,72.1,109
ICICI Prudential Dynamic Multi Cap Scheme - Regular Plan - Growth,ICICI Prudential Mutual Fund,Equity,Multi Cap,Dynamic,Moderately High,5,22.23,24.71,21.06,0.9,292.04,2782.89,29.0,1000,25000,Ajay Tyagi,Growth,0.4911392405063291,0.5305687203791469,0.4546183129633339,0.33472803347280333,0.9661016949152543,0.0111178343155403,72.09,110
Parag Parikh Tax Advantage ELSS Fund - Direct Plan - IDCW,Parag Parikh Mutual Fund,Equity,ELSS,Tax Advantage,High,5,29.72,25.5,21.84,0.63,727.26,715.68,16.3,1000,5000,Ankit Agarwal,Passive,0.6265822784810126,0.5492890995260663,0.47024644359847717,0.22175732217573219,0.5355932203389832,0.002848879542448049,72.01,111
HSBC ESG Thematic Scheme - Regular Plan - IDCW,HSBC Mutual Fund,Equity,Thematic,ESG,Moderately High,4,27.03,25.5,26.59,0.79,523.73,400.08,24.1,500,5000,Shreyash Devalkar,Active,0.5779385171790236,0.5492890995260663,0.5654177519535162,0.28870292887029286,0.8,0.001586462020092839,72.0,112
Parag Parikh Discovery Small Cap Plan - Regular Plan - Growth,Parag Parikh Mutual Fund,Equity,Small Cap,Discovery,High,3,35.62,33.79,35.59,1.1,256.59,228.06,12.9,500,25000,Ajay Tyagi,Active,0.7332730560578661,0.745734597156398,0.7457423362051693,0.4184100418410042,0.42033898305084744,0.0008983724694098755,71.91,113
Quantum Dividend Yield Thematic Scheme - Direct Plan - Growth,Quantum Mutual Fund,Equity,Thematic,Dividend Yield,High,3,31.16,30.3,28.36,1.11,362.18,1964.25,27.6,1000,10000,Shreyash Devalkar,Income,0.652622061482821,0.6630331753554501,0.6008815868563413,0.4225941422594143,0.9186440677966102,0.007843228864016633,71.9,114
PGIM India Pharma Sectoral Plan - Regular Plan - Growth,PGIM India Mutual Fund,Equity,Sectoral,Pharma,High,3,29.86,29.17,32.46,1.04,723.43,196.4,30.0,2500,500,R. Srinivasan,Blend,0.6291139240506328,0.636255924170616,0.6830294530154277,0.3933054393305439,1.0,0.0007717307116222774,71.86,115
Mahindra Manulife Micro Cap Small Cap Fund - Regular Plan - IDCW,Mahindra Manulife Mutual Fund,Equity,Small Cap,Micro Cap,Very High,5,32.9,38.86,37.83,1.86,126.73,3413.46,21.7,500,10000,Rajeev Thakkar,Blend,0.6840867992766726,0.8658767772511847,0.7906231216189139,0.7364016736401674,0.7186440677966102,0.013640149325272636,71.81,116
Canara Robeco Focused Large Cap Plan - Direct Plan - IDCW,Canara Robeco Mutual Fund,Equity,Large Cap,Focused,Moderately High,5,29.63,27.63,27.64,0.88,435.18,657.93,11.7,500,5000,Rohit Singhania,Index,0.6249547920433995,0.5997630331753554,0.5864556201162091,0.3263598326359832,0.3796610169491525,0.002617876336123545,71.79,117
Union Opportunities Mid Cap Plan - Direct Plan - IDCW,Union Mutual Fund,Equity,Mid Cap,Opportunities,Moderately High,5,23.12,30.52,29.19,1.27,125.3,1097.88,22.5,500,500,Manish Gunwani,Blend,0.5072332730560579,0.6682464454976302,0.6175115207373271,0.4895397489539749,0.7457627118644068,0.004377700762486583,71.76,118
Kotak Mahindra Dynamic Multi Cap Fund - Regular Plan - Growth,Kotak Mahindra Mutual Fund,Equity,Multi Cap,Dynamic,Moderately High,4,18.95,24.01,24.12,0.55,737.34,3068.17,28.4,500,10000,Manish Gunwani,Value,0.43182640144665463,0.5139810426540284,0.515928671608896,0.1882845188284519,0.9457627118644067,0.012258970154505746,71.63,119
Invesco Energy Sectoral Scheme - Direct Plan - IDCW,Invesco Mutual Fund,Equity,Sectoral,Energy,Very High,4,37.7,31.06,30.19,1.35,564.48,54.46,28.3,100,5000,Rajeev Thakkar,Active,0.7708860759493671,0.6810426540284359,0.6375475856541775,0.5230125523012552,0.9423728813559322,0.00020396283100409436,71.63,120
Quantum Opportunities Mid Cap Scheme - Regular Plan - Growth,Quantum Mutual Fund,Equity,Mid Cap,Opportunities,High,5,24.65,25.77,25.15,0.9,611.61,695.74,28.1,500,500,Atul Kumar,Index,0.5349005424954791,0.5556872037914691,0.5365658184732517,0.33472803347280333,0.9355932203389832,0.0027691184353638826,71.53,121
PGIM India Micro Cap Small Cap Fund - Regular Plan - Growth,PGIM India Mutual Fund,Equity,Small Cap,Micro Cap,Very High,4,41.8,41.07,44.76,2.0,360.41,279.98,15.5,1000,1000,Ashish Kela,Blend,0.8450271247739601,0.9182464454976302,0.9294730514926867,0.7949790794979079,0.5084745762711865,0.0011060553520482867,71.44,122
HDFC Diversified Multi Cap Plan - Direct Plan - Growth,HDFC Mutual Fund,Equity,Multi Cap,Diversified,Moderately High,4,25.52,29.09,32.82,1.02,102.33,978.07,21.2,5000,10000,Taher Badshah,GARP,0.550632911392405,0.6343601895734596,0.6902424363854938,0.38493723849372385,0.7016949152542373,0.0038984541105430547,71.38,123
Axis MNC Thematic Scheme - Regular Plan - Growth,Axis Mutual Fund,Equity,Thematic,MNC,Moderately High,4,22.5,23.93,23.98,0.41,555.84,212.03,20.0,500,5000,S. Nagnath,Blend,0.4960216998191682,0.512085308056872,0.5131236225205369,0.12970711297071127,0.6610169491525424,0.0008342515794119222,71.35,124
Edelweiss Tax Advantage ELSS Plan - Regular Plan - Growth,Edelweiss Mutual Fund,Equity,ELSS,Tax Advantage,High,5,32.61,26.89,29.54,0.72,554.74,1372.03,10.3,5000,25000,Chirag Setalvad,GARP,0.6788426763110307,0.5822274881516587,0.6245241434582247,0.25941422594142255,0.3322033898305085,0.005474315983505851,71.3,125
SBI Growth Mid Cap Plan - Regular Plan - IDCW,SBI Mutual Fund,Equity,Mid Cap,Growth,Moderately High,4,30.92,33.9,37.78,1.36,662.75,933.6,11.9,1000,1000,Shreyash Devalkar,Value,0.6482820976491862,0.748341232227488,0.7896213183730714,0.5271966527196653,0.3864406779661017,0.0037205716415343844,71.14,126
ICICI Prudential Growth Mid Cap Plan - Regular Plan - Growth,ICICI Prudential Mutual Fund,Equity,Mid Cap,Growth,Moderately High,4,29.72,28.53,31.95,0.62,637.85,527.73,5.3,2000,1000,Taher Badshah,Index,0.6265822784810126,0.6210900473933649,0.672811059907834,0.2175732217573222,0.16271186440677965,0.0020970691073192095,71.11,127
Mirae Asset Discovery Mid Cap Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,Equity,Mid Cap,Discovery,High,4,37.57,30.02,27.17,0.7,368.31,305.69,1.1,100,10000,Shreyash Devalkar,GARP,0.7685352622061483,0.6563981042654028,0.5770386696052895,0.2510460251046025,0.02033898305084746,0.0012088967794872992,71.09,128
Motilal Oswal Growth Mid Cap Fund - Direct Plan - IDCW,Motilal Oswal Mutual Fund,Equity,Mid Cap,Growth,Moderately High,4,35.7,28.23,25.47,1.46,595.58,215.13,25.5,1000,10000,Vinay Sharma,Blend,0.7347197106690778,0.6139810426540284,0.5429773592466438,0.5690376569037656,0.8474576271186441,0.0008466517515263113,71.03,129
Bank of India Focused Large Cap Scheme - Regular Plan - Growth,Bank of India Mutual Fund,Equity,Large Cap,Focused,Moderate,4,30.08,27.47,26.55,0.72,587.03,3403.09,7.6,5000,5000,S. Nagnath,Value,0.6330922242314647,0.5959715639810426,0.5646163093568423,0.25941422594142255,0.2406779661016949,0.013598668749522246,71.01,130
Bank of India Index Large Cap Plan - Regular Plan - Growth,Bank of India Mutual Fund,Equity,Large Cap,Index,Moderate,5,18.86,19.92,16.56,0.47,440.98,1644.33,27.1,1500,25000,Taher Badshah,Value,0.4301989150090416,0.41706161137440756,0.36445602083750744,0.15481171548117154,0.9016949152542374,0.006563531101811693,70.98,131
Parag Parikh Discovery Mid Cap Plan - Regular Plan - Growth,Parag Parikh Mutual Fund,Equity,Mid Cap,Discovery,Moderately High,5,22.38,24.01,25.76,0.49,106.16,1801.83,15.2,500,5000,Ankit Agarwal,Passive,0.49385171790235083,0.5139810426540284,0.5487878180725305,0.1631799163179916,0.4983050847457627,0.007193539846333067,70.87,132
Parag Parikh Opportunities Mid Cap Fund - Direct Plan - IDCW,Parag Parikh Mutual Fund,Equity,Mid Cap,Opportunities,High,5,18.18,22.65,18.04,0.46,146.78,595.53,28.5,2500,5000,Ankit Agarwal,Income,0.4179023508137432,0.48175355450236956,0.3941093969144459,0.1506276150627615,0.9491525423728814,0.002368272871627458,70.86,133
SBI Emerging Small Cap Plan - Direct Plan - IDCW,SBI Mutual Fund,Equity,Small Cap,Emerging,High,3,36.35,40.1,36.4,2.01,764.88,1683.78,19.8,1000,1000,Chirag Setalvad,Index,0.7464737793851718,0.895260663507109,0.7619715487878179,0.7991631799163179,0.6542372881355933,0.006721333292106095,70.83,134
Mahindra Manulife Sensex Index Fund Fund - Direct Plan - IDCW,Mahindra Manulife Mutual Fund,Other,Index Fund,Sensex,Moderate,4,24.28,20.73,21.06,0.45,111.48,115.07,23.8,100,10000,Anish Tawakley,Active,0.5282097649186257,0.4362559241706161,0.4546183129633339,0.14644351464435146,0.7898305084745764,0.0004464061961180021,70.73,135
Bandhan Discovery Small Cap Scheme - Direct Plan - Growth,Bandhan Mutual Fund,Equity,Small Cap,Discovery,High,5,28.21,24.44,19.88,0.71,450.44,7321.44,19.7,500,500,Rajeev Thakkar,Active,0.5992766726943942,0.524170616113744,0.4309757563614505,0.25523012552301255,0.6508474576271187,0.029272286299333834,70.69,136
Mahindra Manulife IT Sectoral Plan - Regular Plan - Growth,Mahindra Manulife Mutual Fund,Equity,Sectoral,IT,High,4,45.77,38.62,21.7,1.78,430.73,2201.08,0.5,500,10000,Jinesh Gopani,Value,0.9168173598553346,0.8601895734597155,0.4674413945101181,0.702928870292887,0.0,0.008790562013000741,70.68,137
Mirae Asset Nifty 50 Index Fund Plan - Regular Plan - Growth,Mirae Asset Mutual Fund,Other,Index Fund,Nifty 50,Moderately High,4,25.55,21.56,13.905000000000001,0.4,27.47,11479.13,20.7,2000,10000,Rajeev Thakkar,GARP,0.5511754068716094,0.4559241706161137,0.3112602684832698,0.12552301255230125,0.6847457627118644,0.04590327713748667,70.66,138
Baroda BNP Paribas Banking Sectoral Plan - Direct Plan - IDCW,Baroda BNP Paribas Mutual Fund,Equity,Sectoral,Banking,High,3,36.62,33.88,35.85,1.23,704.39,465.16,12.5,500,25000,Niket Shah,Growth,0.7513562386980108,0.747867298578199,0.7509517130835502,0.4728033472803347,0.4067796610169491,0.0018467856333845916,70.66,139
Aditya Birla Sun Life Diversified Multi Cap Scheme - Direct Plan - IDCW,Aditya Birla Sun Life Mutual Fund,Equity,Multi Cap,Diversified,High,4,26.32,24.28,23.04,0.63,569.78,518.11,25.7,1000,10000,Manish Gunwani,Index,0.5650994575045208,0.5203791469194312,0.49428972149869754,0.22175732217573219,0.8542372881355932,0.0020585885732093963,70.57,140
Bandhan Growth Mid Cap Plan - Direct Plan - IDCW,Bandhan Mutual Fund,Equity,Mid Cap,Growth,High,5,27.23,30.42,26.92,0.76,379.12,87.18,5.6,1000,500,Dhaval Gada,GARP,0.5815551537070525,0.6658767772511848,0.5720296533760769,0.27615062761506276,0.17288135593220336,0.0003348446476437093,70.53,141
Edelweiss Opportunities Mid Cap Plan - Regular Plan - IDCW,Edelweiss Mutual Fund,Equity,Mid Cap,Opportunities,Moderately High,5,25.19,31.7,30.04,0.96,48.87,245.74,4.0,1500,10000,Sailesh Raj Bhan,Income,0.5446654611211573,0.6962085308056871,0.6345421759166499,0.3598326359832636,0.11864406779661017,0.0009690934510171003,70.35,142
